?triplestore	?eq	?qps	?resSize
"oxigraph/oxigraph:v0.3.0-beta.2"	<http://iguana-benchmark.eu/resource/1653340815/1/1/sparql195>	2377.7337597613896e0	"1"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:v0.3.0-beta.2"	<http://iguana-benchmark.eu/resource/1653340815/1/1/sparql137>	3272.550436001894e0	"4"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:v0.3.0-beta.2"	<http://iguana-benchmark.eu/resource/1653340815/1/1/sparql192>	3523.747651275368e0	"1"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:v0.3.0-beta.2"	<http://iguana-benchmark.eu/resource/1653340815/1/1/sparql57>	1461.4624055359411e0	"23"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:v0.3.0-beta.2"	<http://iguana-benchmark.eu/resource/1653340815/1/1/sparql21>	78.34140282424674e0	"3174"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:v0.3.0-beta.2"	<http://iguana-benchmark.eu/resource/1653340815/1/1/sparql167>	3581.900513429618e0	"1"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:v0.3.0-beta.2"	<http://iguana-benchmark.eu/resource/1653340815/1/1/sparql49>	576.3736819630734e0	"33"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:v0.3.0-beta.2"	<http://iguana-benchmark.eu/resource/1653340815/1/1/sparql176>	3797.7063119777763e0	"1"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:v0.3.0-beta.2"	<http://iguana-benchmark.eu/resource/1653340815/1/1/sparql118>	3145.729373531141e0	"7"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:v0.3.0-beta.2"	<http://iguana-benchmark.eu/resource/1653340815/1/1/sparql9>	10.039200790147746e0	"11626"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:v0.3.0-beta.2"	<http://iguana-benchmark.eu/resource/1653340815/1/1/sparql149>	3438.755253128494e0	"2"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:v0.3.0-beta.2"	<http://iguana-benchmark.eu/resource/1653340815/1/1/sparql64>	2366.4755606180606e0	"18"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:v0.3.0-beta.2"	<http://iguana-benchmark.eu/resource/1653340815/1/1/sparql69>	2358.238798090581e0	"17"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:v0.3.0-beta.2"	<http://iguana-benchmark.eu/resource/1653340815/1/1/sparql33>	51.17023923603188e0	"411"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:v0.3.0-beta.2"	<http://iguana-benchmark.eu/resource/1653340815/1/1/sparql188>	1104.016212257274e0	"1"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:v0.3.0-beta.2"	<http://iguana-benchmark.eu/resource/1653340815/1/1/sparql17>	50.512386961549396e0	"5073"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:v0.3.0-beta.2"	<http://iguana-benchmark.eu/resource/1653340815/1/1/sparql169>	3691.982797821482e0	"1"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:v0.3.0-beta.2"	<http://iguana-benchmark.eu/resource/1653340815/1/1/sparql14>	25.054255742437924e0	"11114"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:v0.3.0-beta.2"	<http://iguana-benchmark.eu/resource/1653340815/1/1/sparql76>	2835.449508063688e0	"16"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:v0.3.0-beta.2"	<http://iguana-benchmark.eu/resource/1653340815/1/1/sparql110>	2991.477281225788e0	"8"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:v0.3.0-beta.2"	<http://iguana-benchmark.eu/resource/1653340815/1/1/sparql29>	7.190914214309082e0	"699"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:v0.3.0-beta.2"	<http://iguana-benchmark.eu/resource/1653340815/1/1/sparql1>	0.3913986917681745e0	"304592"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:v0.3.0-beta.2"	<http://iguana-benchmark.eu/resource/1653340815/1/1/sparql102>	1212.3242948091424e0	"9"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:v0.3.0-beta.2"	<http://iguana-benchmark.eu/resource/1653340815/1/1/sparql60>	2151.5932260960144e0	"19"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:v0.3.0-beta.2"	<http://iguana-benchmark.eu/resource/1653340815/1/1/sparql26>	40.65866963491219e0	"2796"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:v0.3.0-beta.2"	<http://iguana-benchmark.eu/resource/1653340815/1/1/sparql141>	2628.768931736655e0	"4"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:v0.3.0-beta.2"	<http://iguana-benchmark.eu/resource/1653340815/1/1/sparql88>	2711.1112998847866e0	"14"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:v0.3.0-beta.2"	<http://iguana-benchmark.eu/resource/1653340815/1/1/sparql52>	30.761087410223027e0	"31"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:v0.3.0-beta.2"	<http://iguana-benchmark.eu/resource/1653340815/1/1/sparql91>	11.832463631545533e0	"13"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:v0.3.0-beta.2"	<http://iguana-benchmark.eu/resource/1653340815/1/1/sparql122>	43.66191528778069e0	"7"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:v0.3.0-beta.1"	<http://iguana-benchmark.eu/resource/1653341232/1/1/sparql27>	92.54893891484672e0	"2486"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:v0.3.0-beta.1"	<http://iguana-benchmark.eu/resource/1653341232/1/1/sparql73>	2355.0908664709013e0	"16"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:v0.3.0-beta.1"	<http://iguana-benchmark.eu/resource/1653341232/1/1/sparql41>	307.6510919121789e0	"86"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:v0.3.0-beta.1"	<http://iguana-benchmark.eu/resource/1653341232/1/1/sparql0>	0.3830156500881372e0	"304592"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:v0.3.0-beta.1"	<http://iguana-benchmark.eu/resource/1653341232/1/1/sparql128>	2993.9955419406388e0	"5"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:v0.3.0-beta.1"	<http://iguana-benchmark.eu/resource/1653341232/1/1/sparql174>	3626.2540795358404e0	"1"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:v0.3.0-beta.1"	<http://iguana-benchmark.eu/resource/1653341232/1/1/sparql142>	1602.0145225820504e0	"4"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:v0.3.0-beta.1"	<http://iguana-benchmark.eu/resource/1653341232/1/1/sparql110>	2897.1550516823495e0	"8"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:v0.3.0-beta.1"	<http://iguana-benchmark.eu/resource/1653341232/1/1/sparql86>	2654.847991368558e0	"14"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:v0.3.0-beta.1"	<http://iguana-benchmark.eu/resource/1653341232/1/1/sparql54>	1668.7050826309383e0	"27"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:v0.3.0-beta.1"	<http://iguana-benchmark.eu/resource/1653341232/1/1/sparql22>	80.59255298483518e0	"3174"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:v0.3.0-beta.1"	<http://iguana-benchmark.eu/resource/1653341232/1/1/sparql187>	3539.2788577756132e0	"1"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:v0.3.0-beta.1"	<http://iguana-benchmark.eu/resource/1653341232/1/1/sparql109>	2930.0019601713116e0	"8"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:v0.3.0-beta.1"	<http://iguana-benchmark.eu/resource/1653341232/1/1/sparql155>	2727.3927325529594e0	"2"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:v0.3.0-beta.1"	<http://iguana-benchmark.eu/resource/1653341232/1/1/sparql123>	2136.072975088262e0	"6"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:v0.3.0-beta.1"	<http://iguana-benchmark.eu/resource/1653341232/1/1/sparql99>	2607.6210855370123e0	"9"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:v0.3.0-beta.1"	<http://iguana-benchmark.eu/resource/1653341232/1/1/sparql67>	1324.4935456767275e0	"17"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:v0.3.0-beta.1"	<http://iguana-benchmark.eu/resource/1653341232/1/1/sparql35>	220.25515928805402e0	"372"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:v0.3.0-beta.1"	<http://iguana-benchmark.eu/resource/1653341232/1/1/sparql81>	2454.264976681619e0	"15"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:v0.3.0-beta.1"	<http://iguana-benchmark.eu/resource/1653341232/1/1/sparql168>	3604.6618370606343e0	"1"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:v0.3.0-beta.1"	<http://iguana-benchmark.eu/resource/1653341232/1/1/sparql136>	3177.868476498075e0	"4"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:v0.3.0-beta.1"	<http://iguana-benchmark.eu/resource/1653341232/1/1/sparql182>	3651.1590178333568e0	"1"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:v0.3.0-beta.1"	<http://iguana-benchmark.eu/resource/1653341232/1/1/sparql104>	2948.5973964474715e0	"8"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:v0.3.0-beta.1"	<http://iguana-benchmark.eu/resource/1653341232/1/1/sparql150>	2766.841580242833e0	"2"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:v0.3.0-beta.1"	<http://iguana-benchmark.eu/resource/1653341232/1/1/sparql48>	623.7968518220483e0	"33"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:v0.3.0-beta.1"	<http://iguana-benchmark.eu/resource/1653341232/1/1/sparql7>	10.560682711470605e0	"16073"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:v0.3.0-beta.1"	<http://iguana-benchmark.eu/resource/1653341232/1/1/sparql94>	2946.7342424859753e0	"11"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:v0.3.0-beta.1"	<http://iguana-benchmark.eu/resource/1653341232/1/1/sparql16>	56.67711773195524e0	"5073"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:v0.3.0-beta.1"	<http://iguana-benchmark.eu/resource/1653341232/1/1/sparql62>	43.64920412114544e0	"19"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:v0.3.0-beta.1"	<http://iguana-benchmark.eu/resource/1653341232/1/1/sparql30>	0.8545131640005554e0	"686"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:v0.3.0-beta.1"	<http://iguana-benchmark.eu/resource/1653341232/1/1/sparql149>	3412.20571005328e0	"2"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:v0.3.0-beta.1"	<http://iguana-benchmark.eu/resource/1653341232/1/1/sparql195>	2835.908385412427e0	"1"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:v0.3.0-beta.1"	<http://iguana-benchmark.eu/resource/1653341232/1/1/sparql117>	3072.2545104792557e0	"7"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:v0.3.0-beta.1"	<http://iguana-benchmark.eu/resource/1653341232/1/1/sparql163>	3160.648160439559e0	"2"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:v0.3.0-beta.1"	<http://iguana-benchmark.eu/resource/1653341232/1/1/sparql131>	3191.9793644918045e0	"5"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:v0.3.0-beta.1"	<http://iguana-benchmark.eu/resource/1653341232/1/1/sparql29>	6.439038691694346e0	"699"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:v0.3.0-beta.1"	<http://iguana-benchmark.eu/resource/1653341232/1/1/sparql75>	2735.718636809641e0	"16"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:v0.3.0-beta.1"	<http://iguana-benchmark.eu/resource/1653341232/1/1/sparql43>	87.93409991096468e0	"83"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:v0.3.0-beta.1"	<http://iguana-benchmark.eu/resource/1653341232/1/1/sparql2>	0.7754160549315715e0	"218785"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:v0.3.0-beta.1"	<http://iguana-benchmark.eu/resource/1653341232/1/1/sparql11>	10.671453199496105e0	"11497"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:v0.3.0-beta.1"	<http://iguana-benchmark.eu/resource/1653341232/1/1/sparql200>	3097.1974905267048e0	"1"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:v0.3.0-beta.1"	<http://iguana-benchmark.eu/resource/1653341232/1/1/sparql176>	3686.7251962966116e0	"1"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:v0.3.0-beta.1"	<http://iguana-benchmark.eu/resource/1653341232/1/1/sparql144>	1956.8373855087057e0	"3"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:v0.3.0-beta.1"	<http://iguana-benchmark.eu/resource/1653341232/1/1/sparql190>	3483.8511884577697e0	"1"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:v0.3.0-beta.1"	<http://iguana-benchmark.eu/resource/1653341232/1/1/sparql112>	3374.785068375959e0	"8"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:v0.3.0-beta.1"	<http://iguana-benchmark.eu/resource/1653341232/1/1/sparql88>	2349.39589200297e0	"14"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:v0.3.0-beta.1"	<http://iguana-benchmark.eu/resource/1653341232/1/1/sparql56>	2.6980070751469136e0	"24"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:v0.3.0-beta.1"	<http://iguana-benchmark.eu/resource/1653341232/1/1/sparql24>	81.72179052050767e0	"3174"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:v0.3.0-beta.1"	<http://iguana-benchmark.eu/resource/1653341232/1/1/sparql70>	2239.071651039191e0	"17"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:v0.3.0-beta.1"	<http://iguana-benchmark.eu/resource/1653341232/1/1/sparql189>	3618.492668632312e0	"1"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:v0.3.0-beta.1"	<http://iguana-benchmark.eu/resource/1653341232/1/1/sparql157>	2643.4855308378883e0	"2"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:v0.3.0-beta.1"	<http://iguana-benchmark.eu/resource/1653341232/1/1/sparql125>	3034.2383454905153e0	"6"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:v0.3.0-beta.1"	<http://iguana-benchmark.eu/resource/1653341232/1/1/sparql171>	3512.784721447295e0	"1"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:v0.3.0-beta.1"	<http://iguana-benchmark.eu/resource/1653341232/1/1/sparql69>	2339.3106098419016e0	"17"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:v0.3.0-beta.1"	<http://iguana-benchmark.eu/resource/1653341232/1/1/sparql37>	5.777673211992867e0	"185"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:v0.3.0-beta.1"	<http://iguana-benchmark.eu/resource/1653341232/1/1/sparql83>	2956.5805450889866e0	"15"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:v0.3.0-beta.1"	<http://iguana-benchmark.eu/resource/1653341232/1/1/sparql51>	2008.8212698817224e0	"32"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:v0.3.0-beta.1"	<http://iguana-benchmark.eu/resource/1653341232/1/1/sparql138>	3178.612935958684e0	"4"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:v0.3.0-beta.1"	<http://iguana-benchmark.eu/resource/1653341232/1/1/sparql184>	3856.5873983692804e0	"1"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:v0.3.0-beta.1"	<http://iguana-benchmark.eu/resource/1653341232/1/1/sparql106>	3102.7128259322258e0	"8"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:v0.3.0-beta.1"	<http://iguana-benchmark.eu/resource/1653341232/1/1/sparql152>	2814.6887723566037e0	"2"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:v0.3.0-beta.1"	<http://iguana-benchmark.eu/resource/1653341232/1/1/sparql120>	3245.741938199127e0	"7"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:v0.3.0-beta.1"	<http://iguana-benchmark.eu/resource/1653341232/1/1/sparql96>	2839.368410890681e0	"10"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:v0.3.0-beta.1"	<http://iguana-benchmark.eu/resource/1653341232/1/1/sparql9>	9.48391806891738e0	"11626"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:v0.3.0-beta.1"	<http://iguana-benchmark.eu/resource/1653341232/1/1/sparql18>	31.589099173848396e0	"4978"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:v0.3.0-beta.1"	<http://iguana-benchmark.eu/resource/1653341232/1/1/sparql64>	2428.3451993072417e0	"18"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:v0.3.0-beta.1"	<http://iguana-benchmark.eu/resource/1653341232/1/1/sparql32>	68.38807989475731e0	"440"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:v0.3.0-beta.1"	<http://iguana-benchmark.eu/resource/1653341232/1/1/sparql197>	947.814442575319e0	"1"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:v0.3.0-beta.1"	<http://iguana-benchmark.eu/resource/1653341232/1/1/sparql119>	3407.19952617212e0	"7"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:v0.3.0-beta.1"	<http://iguana-benchmark.eu/resource/1653341232/1/1/sparql165>	3509.134745627502e0	"1"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:v0.3.0-beta.1"	<http://iguana-benchmark.eu/resource/1653341232/1/1/sparql133>	2302.9446986213034e0	"5"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:v0.3.0-beta.1"	<http://iguana-benchmark.eu/resource/1653341232/1/1/sparql101>	9.803811942146007e0	"9"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:v0.3.0-beta.1"	<http://iguana-benchmark.eu/resource/1653341232/1/1/sparql77>	2882.8817747481467e0	"16"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:v0.3.0-beta.1"	<http://iguana-benchmark.eu/resource/1653341232/1/1/sparql45>	480.9015480557463e0	"58"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:v0.3.0-beta.1"	<http://iguana-benchmark.eu/resource/1653341232/1/1/sparql91>	10.438552051534478e0	"13"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:v0.3.0-beta.1"	<http://iguana-benchmark.eu/resource/1653341232/1/1/sparql4>	2.9136433272580433e0	"37797"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:v0.3.0-beta.1"	<http://iguana-benchmark.eu/resource/1653341232/1/1/sparql13>	29.86525504729207e0	"11114"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:v0.3.0-beta.1"	<http://iguana-benchmark.eu/resource/1653341232/1/1/sparql202>	2204.804106462347e0	"1"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:v0.3.0-beta.1"	<http://iguana-benchmark.eu/resource/1653341232/1/1/sparql178>	3707.046452751963e0	"1"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:v0.3.0-beta.1"	<http://iguana-benchmark.eu/resource/1653341232/1/1/sparql146>	3333.6700340067678e0	"2"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:v0.3.0-beta.1"	<http://iguana-benchmark.eu/resource/1653341232/1/1/sparql192>	3552.5387922433865e0	"1"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:v0.3.0-beta.1"	<http://iguana-benchmark.eu/resource/1653341232/1/1/sparql114>	3287.377980747799e0	"8"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:v0.3.0-beta.1"	<http://iguana-benchmark.eu/resource/1653341232/1/1/sparql160>	3013.8156322397504e0	"2"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:v0.3.0-beta.1"	<http://iguana-benchmark.eu/resource/1653341232/1/1/sparql58>	2064.435007835563e0	"20"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:v0.3.0-beta.1"	<http://iguana-benchmark.eu/resource/1653341232/1/1/sparql26>	40.45868676710329e0	"2796"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:v0.3.0-beta.1"	<http://iguana-benchmark.eu/resource/1653341232/1/1/sparql72>	2234.4664362286253e0	"16"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:v0.3.0-beta.1"	<http://iguana-benchmark.eu/resource/1653341232/1/1/sparql40>	2.6128347202216333e0	"87"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:v0.3.0-beta.1"	<http://iguana-benchmark.eu/resource/1653341232/1/1/sparql159>	3005.5590820782127e0	"2"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:v0.3.0-beta.1"	<http://iguana-benchmark.eu/resource/1653341232/1/1/sparql127>	2621.4335396692795e0	"6"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:v0.3.0-beta.1"	<http://iguana-benchmark.eu/resource/1653341232/1/1/sparql173>	3546.8744882894625e0	"1"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:v0.3.0-beta.1"	<http://iguana-benchmark.eu/resource/1653341232/1/1/sparql141>	2572.768175063496e0	"4"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:v0.3.0-beta.1"	<http://iguana-benchmark.eu/resource/1653341232/1/1/sparql39>	534.7996541557595e0	"113"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:v0.3.0-beta.1"	<http://iguana-benchmark.eu/resource/1653341232/1/1/sparql85>	287.424430967411e0	"14"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:v0.3.0-beta.1"	<http://iguana-benchmark.eu/resource/1653341232/1/1/sparql53>	1405.8181282778114e0	"30"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:v0.3.0-beta.1"	<http://iguana-benchmark.eu/resource/1653341232/1/1/sparql21>	76.92873572197536e0	"3174"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:v0.3.0-beta.1"	<http://iguana-benchmark.eu/resource/1653341232/1/1/sparql186>	3822.7736644025226e0	"1"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:v0.3.0-beta.1"	<http://iguana-benchmark.eu/resource/1653341232/1/1/sparql108>	3115.5821792438055e0	"8"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:v0.3.0-beta.1"	<http://iguana-benchmark.eu/resource/1653341232/1/1/sparql154>	2868.985757111475e0	"2"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:v0.3.0-beta.1"	<http://iguana-benchmark.eu/resource/1653341232/1/1/sparql122>	39.65231543939815e0	"7"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:v0.3.0-beta.1"	<http://iguana-benchmark.eu/resource/1653341232/1/1/sparql98>	3024.57405931714e0	"9"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:v0.3.0-beta.1"	<http://iguana-benchmark.eu/resource/1653341232/1/1/sparql66>	25.375399279687315e0	"18"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:v0.3.0-beta.1"	<http://iguana-benchmark.eu/resource/1653341232/1/1/sparql34>	195.15874387869965e0	"408"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:v0.3.0-beta.1"	<http://iguana-benchmark.eu/resource/1653341232/1/1/sparql80>	2429.3840806834087e0	"15"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:v0.3.0-beta.1"	<http://iguana-benchmark.eu/resource/1653341232/1/1/sparql199>	2692.283565304973e0	"1"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:v0.3.0-beta.1"	<http://iguana-benchmark.eu/resource/1653341232/1/1/sparql167>	2844.2891083352742e0	"1"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:v0.3.0-beta.1"	<http://iguana-benchmark.eu/resource/1653341232/1/1/sparql135>	3224.0578335792925e0	"4"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:v0.3.0-beta.1"	<http://iguana-benchmark.eu/resource/1653341232/1/1/sparql181>	3854.8376091834566e0	"1"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:v0.3.0-beta.1"	<http://iguana-benchmark.eu/resource/1653341232/1/1/sparql103>	2330.4134806030365e0	"8"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:v0.3.0-beta.1"	<http://iguana-benchmark.eu/resource/1653341232/1/1/sparql79>	2617.9908857265305e0	"15"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:v0.3.0-beta.1"	<http://iguana-benchmark.eu/resource/1653341232/1/1/sparql47>	954.1243647678513e0	"43"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:v0.3.0-beta.1"	<http://iguana-benchmark.eu/resource/1653341232/1/1/sparql93>	2342.1022944405136e0	"11"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:v0.3.0-beta.1"	<http://iguana-benchmark.eu/resource/1653341232/1/1/sparql6>	3.1400717037341326e0	"17493"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:v0.3.0-beta.1"	<http://iguana-benchmark.eu/resource/1653341232/1/1/sparql15>	4.09407313932045e0	"10563"^^<http://www.w3.org/2001/XMLSchema#long>
